Contract_Account_No,Customer,House_Number,Address,Meter_Number,Datetime_PST,Meter_kWh_Total,Transformer_ID,Structure_ID,Transformer_kWh_Total
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:01:00:00.02,0.05,26730028,7556,6.95
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:01:59:59.97,0.04,26730028,7556,7.5
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:03:00:00.00,0.05,26730028,7556,6.88
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:04:00:00.02,0.05,26730028,7556,6.86
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:04:59:59.97,0.05,26730028,7556,6.88
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:06:00:00.00,0.05,26730028,7556,7.61
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:07:00:00.02,0.05,26730028,7556,10.02
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:07:59:59.97,0,26730028,7556,11.67
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:09:00:00.00,0,26730028,7556,10.83
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:10:00:00.02,0,26730028,7556,8.56
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:10:59:59.97,0,26730028,7556,14.16
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:12:00:00.00,0,26730028,7556,14.19
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:13:00:00.02,0,26730028,7556,15.3
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:13:59:59.97,0,26730028,7556,15.98
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:15:00:00.00,0,26730028,7556,13.28
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:16:00:00.02,0,26730028,7556,18.79
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:16:59:59.97,0,26730028,7556,18.73
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:18:00:00.00,0,26730028,7556,21.5
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:19:00:00.02,0.03,26730028,7556,15.05
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:19:59:59.97,0.05,26730028,7556,13.15
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:21:00:00.00,0.05,26730028,7556,12.01
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:22:00:00.02,0.05,26730028,7556,8.48
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,01Apr2024:22:59:59.97,0.04,26730028,7556,6.38
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:00:00:00.00,0.05,26730028,7556,5.42
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:01:00:00.02,0.05,26730028,7556,5.25
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:01:59:59.97,0.05,26730028,7556,5.34
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:03:00:00.00,0.05,26730028,7556,5.51
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:04:00:00.02,0.05,26730028,7556,4.99
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:04:59:59.97,0.04,26730028,7556,7.13
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:06:00:00.00,0.05,26730028,7556,8.86
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:07:00:00.02,0.05,26730028,7556,14.65
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:07:59:59.97,0.01,26730028,7556,8.91
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:09:00:00.00,0,26730028,7556,10.36
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:10:00:00.02,0,26730028,7556,10.08
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:10:59:59.97,0,26730028,7556,9.55
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:12:00:00.00,0,26730028,7556,10.23
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:13:00:00.02,0,26730028,7556,9.56
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:13:59:59.97,0,26730028,7556,9.01
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:15:00:00.00,0,26730028,7556,12.84
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:16:00:00.02,0,26730028,7556,15.14
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:16:59:59.97,0,26730028,7556,18.77
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:18:00:00.00,0.05,26730028,7556,16.72
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:19:00:00.02,0.05,26730028,7556,12.55
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:19:59:59.97,0.04,26730028,7556,13.26
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:21:00:00.00,0.05,26730028,7556,13.99
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:22:00:00.02,0.05,26730028,7556,12.79
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,02Apr2024:22:59:59.97,0.05,26730028,7556,8.32
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:00:00:00.00,0.04,26730028,7556,7.43
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:01:00:00.02,0.05,26730028,7556,6.89
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:01:59:59.97,0.05,26730028,7556,6.85
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:03:00:00.00,0.05,26730028,7556,5.66
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:04:00:00.02,0.05,26730028,7556,5.82
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:04:59:59.97,0.04,26730028,7556,7.89
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:06:00:00.00,0.05,26730028,7556,8.57
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:07:00:00.02,0.04,26730028,7556,11.72
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:07:59:59.97,0,26730028,7556,10.42
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:09:00:00.00,0,26730028,7556,12.44
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:10:00:00.02,0,26730028,7556,10.86
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:10:59:59.97,0,26730028,7556,10.98
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:12:00:00.00,0,26730028,7556,9.7
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:13:00:00.02,0,26730028,7556,10.82
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:13:59:59.97,0,26730028,7556,10.46
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:15:00:00.00,0,26730028,7556,9.24
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:16:00:00.02,0,26730028,7556,12.96
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:16:59:59.97,0,26730028,7556,16.49
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:18:00:00.00,0,26730028,7556,17.44
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:19:00:00.02,0.03,26730028,7556,12.51
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:19:59:59.97,0.05,26730028,7556,13.21
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:21:00:00.00,0.05,26730028,7556,13.78
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:22:00:00.02,0.04,26730028,7556,9.76
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,03Apr2024:22:59:59.97,0.05,26730028,7556,8.18
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:00:00:00.00,0.05,26730028,7556,7.69
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:01:00:00.02,0.05,26730028,7556,6.32
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:01:59:59.97,0.05,26730028,7556,6.17
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:03:00:00.00,0.04,26730028,7556,5.56
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:04:00:00.02,0.05,26730028,7556,6.58
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:04:59:59.97,0.05,26730028,7556,8.91
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:06:00:00.00,0.05,26730028,7556,8.49
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:07:00:00.02,0.04,26730028,7556,11.82
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:07:59:59.97,0,26730028,7556,10.12
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:09:00:00.00,0,26730028,7556,9.15
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:10:00:00.02,0,26730028,7556,11.04
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:10:59:59.97,0,26730028,7556,9.52
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:12:00:00.00,0,26730028,7556,9.36
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:13:00:00.02,0,26730028,7556,10.3
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:13:59:59.97,0,26730028,7556,8.11
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:15:00:00.00,0,26730028,7556,9.76
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:16:00:00.02,0,26730028,7556,9.87
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:16:59:59.97,0,26730028,7556,14.67
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:18:00:00.00,0,26730028,7556,14.46
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:19:00:00.02,0.03,26730028,7556,11.18
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:19:59:59.97,0.05,26730028,7556,14.94
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:21:00:00.00,0.05,26730028,7556,12.54
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:22:00:00.02,0.04,26730028,7556,10.32
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,04Apr2024:22:59:59.97,0.05,26730028,7556,6.54
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:00:00:00.00,0.05,26730028,7556,5.77
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:01:00:00.02,0.05,26730028,7556,5.58
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:01:59:59.97,0.05,26730028,7556,5.35
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:03:00:00.00,0.04,26730028,7556,5.43
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:04:00:00.02,0.05,26730028,7556,5.45
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:04:59:59.97,0.05,26730028,7556,7.29
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:06:00:00.00,0.05,26730028,7556,8.21
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:07:00:00.02,0.05,26730028,7556,11.9
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:07:59:59.97,0.01,26730028,7556,10.56
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:09:00:00.00,0,26730028,7556,10.95
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:10:00:00.02,0,26730028,7556,8.7
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:10:59:59.97,0,26730028,7556,7.95
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:12:00:00.00,0,26730028,7556,9.75
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:13:00:00.02,0,26730028,7556,7.97
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:13:59:59.97,0,26730028,7556,12.22
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:15:00:00.00,0,26730028,7556,8.1
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:16:00:00.02,0,26730028,7556,7.21
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:16:59:59.97,0,26730028,7556,8.74
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:18:00:00.00,0,26730028,7556,10.44
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:19:00:00.02,0.03,26730028,7556,11.26
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:19:59:59.97,0.05,26730028,7556,9.22
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:21:00:00.00,0.05,26730028,7556,9.17
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:22:00:00.02,0.05,26730028,7556,8.16
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,05Apr2024:22:59:59.97,0.04,26730028,7556,6.44
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:00:00:00.00,0.05,26730028,7556,6.81
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:01:00:00.02,0.05,26730028,7556,6.83
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:01:59:59.97,0.05,26730028,7556,7.1
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:03:00:00.00,0.05,26730028,7556,6.28
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:04:00:00.02,0.05,26730028,7556,6.17
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:04:59:59.97,0.05,26730028,7556,7.18
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:06:00:00.00,0.05,26730028,7556,8.08
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:07:00:00.02,0.04,26730028,7556,10.1
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:07:59:59.97,0,26730028,7556,11.77
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:09:00:00.00,0,26730028,7556,11.09
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:10:00:00.02,0,26730028,7556,14.18
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:10:59:59.97,0,26730028,7556,9.08
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:12:00:00.00,0,26730028,7556,12.12
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:13:00:00.02,0,26730028,7556,15.94
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:13:59:59.97,0,26730028,7556,17.92
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:15:00:00.00,0,26730028,7556,8.66
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:16:00:00.02,0,26730028,7556,13.72
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:16:59:59.97,0,26730028,7556,14.63
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:18:00:00.00,0,26730028,7556,15.21
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:19:00:00.02,0.03,26730028,7556,10.93
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:19:59:59.97,0.05,26730028,7556,10.53
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:21:00:00.00,0.05,26730028,7556,15.19
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:22:00:00.02,0.05,26730028,7556,10.61
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,06Apr2024:22:59:59.97,0.04,26730028,7556,13.29
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:00:00:00.00,0.05,26730028,7556,9.17
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:01:00:00.02,0.05,26730028,7556,6.39
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:01:59:59.97,0.05,26730028,7556,6.23
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:03:00:00.00,0.04,26730028,7556,6.88
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:04:00:00.02,0.05,26730028,7556,6.71
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:04:59:59.97,0.05,26730028,7556,7.79
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:06:00:00.00,0.05,26730028,7556,8.84
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:07:00:00.02,0.05,26730028,7556,9.96
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:07:59:59.97,0.01,26730028,7556,8.83
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:09:00:00.00,0,26730028,7556,8.54
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:10:00:00.02,0,26730028,7556,8.79
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:10:59:59.97,0,26730028,7556,9.1
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:12:00:00.00,0,26730028,7556,10.23
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:13:00:00.02,0,26730028,7556,11.66
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:13:59:59.97,0,26730028,7556,12.72
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:15:00:00.00,0,26730028,7556,12.72
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:16:00:00.02,0,26730028,7556,22.26
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:16:59:59.97,0,26730028,7556,21.11
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:18:00:00.00,0,26730028,7556,15.65
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:19:00:00.02,0.02,26730028,7556,12.38
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:19:59:59.97,0.05,26730028,7556,12.24
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:21:00:00.00,0.04,26730028,7556,11.14
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:22:00:00.02,0.05,26730028,7556,9.6
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,07Apr2024:22:59:59.97,0.05,26730028,7556,7.43
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:00:00:00.00,0.04,26730028,7556,5.46
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:01:00:00.02,0.05,26730028,7556,5.1
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:01:59:59.97,0.05,26730028,7556,5.6
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:03:00:00.00,0.05,26730028,7556,5.56
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:04:00:00.02,0.05,26730028,7556,5.14
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:04:59:59.97,0.05,26730028,7556,6.99
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:06:00:00.00,0.05,26730028,7556,8.01
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:07:00:00.02,0.05,26730028,7556,13.26
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:07:59:59.97,0.05,26730028,7556,10.9
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:09:00:00.00,0.05,26730028,7556,10.49
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:10:00:00.02,0,26730028,7556,9.39
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:10:59:59.97,0,26730028,7556,10.09
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:12:00:00.00,0,26730028,7556,11.62
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:13:00:00.02,0,26730028,7556,9.28
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:13:59:59.97,0,26730028,7556,9.73
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:15:00:00.00,0,26730028,7556,10.4
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:16:00:00.02,0,26730028,7556,15.18
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:16:59:59.97,0.01,26730028,7556,18.49
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:18:00:00.00,0.05,26730028,7556,18.5
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:19:00:00.02,0.05,26730028,7556,14.49
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:19:59:59.97,0.04,26730028,7556,12.78
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:21:00:00.00,0.05,26730028,7556,14.19
11873615052,STRATA PLAN NW 2040 THE OWNERS,9045,MOORSIDE PL,4156002,08Apr2024:22:00:00.02,0.05,26730028,7556,9.56
